"function_name"	"title"	"usage"	"description"
"drug_search"	"search drug by drug name, fda/ndc, dcn or icn"	"drug_search(..., years = NULL)"	"search drug by drug name, fda/ndc, dcn or icn"
"DSD"	"extract from DSD database"	"DSD(   data,   years,   prebiotic = FALSE,   probiotic = FALSE,   synbiotic = F,   component = F,   Year = F,   join = \"left\" )"	"extract from DSD database"
"dxa.aspx"	""	"dxa.aspx(...)"	""
"each_id_first_row"	"select the first row in a dataframe by id"	"each_id_first_row(data = NULL, ...)"	"select the first row in a dataframe by id"
"each_id_last_row"	"select the last row in a dataframe by id"	"each_id_last_row(data = NULL, ...)"	"select the last row in a dataframe by id"
"eGFR_CKD_EPI_Scr_2021"	""	"eGFR_CKD_EPI_Scr_2021(...)"	""
"eGFR_FAS_age"	""	"eGFR_FAS_age(...)"	""
"eGFR_FAS_height"	""	"eGFR_FAS_height(...)"	""
"equal"	""	"equal(...)"	""
"even"	""	"even(...)"	""
"evenl"	""	"evenl(...)"	""
"explicit1"	""	"explicit1(...)"	""
"Factor"	"create for factor()"	"Factor(x)"	"create for factor()"
"fdup_seqn.foodcode"	""	"fdup_seqn.foodcode(...)"	""
"file.info2"	""	"file.info2(...)"	""
"filepage"	""	"filepage(...)"	""
"filesize"	""	"filesize(...)"	""
"Flavonoids_download"	"download Flavonoids"	"Flavonoids_download()"	"download Flavonoids"
"fndds.db.food"	""	"fndds.db.food(...)"	""
"fndds.db.food.and.weight"	""	"fndds.db.food.and.weight(...)"	""
"fndds.mango"	""	"fndds.mango(...)"	""
"fndds_AddFoodDesc"	"fndds"	"db_fndds(data, years, files, Year = FALSE, join = \"left\", nrow = Inf) fndds_MainFoodDesc(   ...,   data,   years,   start = NULL,   Year = FALSE,   abbr = TRUE,   fortify = TRUE,   wweia = TRUE,   join = \"left\" ) fndds_AddFoodDesc(..., data, years, start = NULL, Year = FALSE, join = \"left\") fndds_FoodWeights(data, years, Year = FALSE, join = \"left\") fndds_FoodSubcodeLinks(data, years, Year = FALSE, join = \"left\") fndds_SubcodeDesc(data, years, Year = FALSE, join = \"left\") fndds_FoodPortionDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSNutVal(data, years, Year = FALSE, join = \"left\") fndds_MoistAdjust(data, years, Year = FALSE, join = \"left\") fndds_NutDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSIngred(data, years, Year = FALSE, join = \"left\") fndds_IngredNutVal(data, years, Year = FALSE, join = \"left\") fndds_DerivDesc(data, years, Year = FALSE, join = \"left\")"	"fndds"
"fndds_comp.food.Desc"	"extract data from food description part"	"fndds_comp.food.Desc(   ...,   data,   years,   start = NULL,   Year = FALSE,   abbr = TRUE,   fortify = TRUE,   wweia = TRUE,   add = TRUE,   join = \"left\" )"	"extract data from food description part"
"fndds_comp.food.Portion.Weight"	"food Portion Weight"	"fndds_comp.food.Portion.Weight(   ...,   data,   years,   start = NULL,   Year = FALSE,   join = \"left\" )"	"food Portion Weight"
"fndds_comp.nutrients"	"nutrients"	"fndds_comp.nutrients(..., data, years, Year = FALSE, join = \"left\")"	"nutrients"
"fndds_DerivDesc"	"fndds"	"db_fndds(data, years, files, Year = FALSE, join = \"left\", nrow = Inf) fndds_MainFoodDesc(   ...,   data,   years,   start = NULL,   Year = FALSE,   abbr = TRUE,   fortify = TRUE,   wweia = TRUE,   join = \"left\" ) fndds_AddFoodDesc(..., data, years, start = NULL, Year = FALSE, join = \"left\") fndds_FoodWeights(data, years, Year = FALSE, join = \"left\") fndds_FoodSubcodeLinks(data, years, Year = FALSE, join = \"left\") fndds_SubcodeDesc(data, years, Year = FALSE, join = \"left\") fndds_FoodPortionDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSNutVal(data, years, Year = FALSE, join = \"left\") fndds_MoistAdjust(data, years, Year = FALSE, join = \"left\") fndds_NutDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSIngred(data, years, Year = FALSE, join = \"left\") fndds_IngredNutVal(data, years, Year = FALSE, join = \"left\") fndds_DerivDesc(data, years, Year = FALSE, join = \"left\")"	"fndds"
"fndds_download"	"download fndds"	"fndds_download()"	"download fndds"
"fndds_file_colnames"	"fndds file colnames"	"fndds_file_colnames(files = NULL, years, view = TRUE)"	"fndds file colnames"
"fndds_file_names"	"fndds file names"	"fndds_file_names(view = TRUE)"	"fndds file names"
"fndds_FNDDSIngred"	"fndds"	"db_fndds(data, years, files, Year = FALSE, join = \"left\", nrow = Inf) fndds_MainFoodDesc(   ...,   data,   years,   start = NULL,   Year = FALSE,   abbr = TRUE,   fortify = TRUE,   wweia = TRUE,   join = \"left\" ) fndds_AddFoodDesc(..., data, years, start = NULL, Year = FALSE, join = \"left\") fndds_FoodWeights(data, years, Year = FALSE, join = \"left\") fndds_FoodSubcodeLinks(data, years, Year = FALSE, join = \"left\") fndds_SubcodeDesc(data, years, Year = FALSE, join = \"left\") fndds_FoodPortionDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSNutVal(data, years, Year = FALSE, join = \"left\") fndds_MoistAdjust(data, years, Year = FALSE, join = \"left\") fndds_NutDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSIngred(data, years, Year = FALSE, join = \"left\") fndds_IngredNutVal(data, years, Year = FALSE, join = \"left\") fndds_DerivDesc(data, years, Year = FALSE, join = \"left\")"	"fndds"
"fndds_FNDDSNutVal"	"fndds"	"db_fndds(data, years, files, Year = FALSE, join = \"left\", nrow = Inf) fndds_MainFoodDesc(   ...,   data,   years,   start = NULL,   Year = FALSE,   abbr = TRUE,   fortify = TRUE,   wweia = TRUE,   join = \"left\" ) fndds_AddFoodDesc(..., data, years, start = NULL, Year = FALSE, join = \"left\") fndds_FoodWeights(data, years, Year = FALSE, join = \"left\") fndds_FoodSubcodeLinks(data, years, Year = FALSE, join = \"left\") fndds_SubcodeDesc(data, years, Year = FALSE, join = \"left\") fndds_FoodPortionDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSNutVal(data, years, Year = FALSE, join = \"left\") fndds_MoistAdjust(data, years, Year = FALSE, join = \"left\") fndds_NutDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSIngred(data, years, Year = FALSE, join = \"left\") fndds_IngredNutVal(data, years, Year = FALSE, join = \"left\") fndds_DerivDesc(data, years, Year = FALSE, join = \"left\")"	"fndds"
"fndds_food.code"	"fndds food code files"	"fndds_food.code(years, cat = TRUE)"	"fndds food code files"
"fndds_FoodPortionDesc"	"fndds"	"db_fndds(data, years, files, Year = FALSE, join = \"left\", nrow = Inf) fndds_MainFoodDesc(   ...,   data,   years,   start = NULL,   Year = FALSE,   abbr = TRUE,   fortify = TRUE,   wweia = TRUE,   join = \"left\" ) fndds_AddFoodDesc(..., data, years, start = NULL, Year = FALSE, join = \"left\") fndds_FoodWeights(data, years, Year = FALSE, join = \"left\") fndds_FoodSubcodeLinks(data, years, Year = FALSE, join = \"left\") fndds_SubcodeDesc(data, years, Year = FALSE, join = \"left\") fndds_FoodPortionDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSNutVal(data, years, Year = FALSE, join = \"left\") fndds_MoistAdjust(data, years, Year = FALSE, join = \"left\") fndds_NutDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSIngred(data, years, Year = FALSE, join = \"left\") fndds_IngredNutVal(data, years, Year = FALSE, join = \"left\") fndds_DerivDesc(data, years, Year = FALSE, join = \"left\")"	"fndds"
"fndds_FoodSubcodeLinks"	"fndds"	"db_fndds(data, years, files, Year = FALSE, join = \"left\", nrow = Inf) fndds_MainFoodDesc(   ...,   data,   years,   start = NULL,   Year = FALSE,   abbr = TRUE,   fortify = TRUE,   wweia = TRUE,   join = \"left\" ) fndds_AddFoodDesc(..., data, years, start = NULL, Year = FALSE, join = \"left\") fndds_FoodWeights(data, years, Year = FALSE, join = \"left\") fndds_FoodSubcodeLinks(data, years, Year = FALSE, join = \"left\") fndds_SubcodeDesc(data, years, Year = FALSE, join = \"left\") fndds_FoodPortionDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSNutVal(data, years, Year = FALSE, join = \"left\") fndds_MoistAdjust(data, years, Year = FALSE, join = \"left\") fndds_NutDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSIngred(data, years, Year = FALSE, join = \"left\") fndds_IngredNutVal(data, years, Year = FALSE, join = \"left\") fndds_DerivDesc(data, years, Year = FALSE, join = \"left\")"	"fndds"
"fndds_FoodWeights"	"fndds"	"db_fndds(data, years, files, Year = FALSE, join = \"left\", nrow = Inf) fndds_MainFoodDesc(   ...,   data,   years,   start = NULL,   Year = FALSE,   abbr = TRUE,   fortify = TRUE,   wweia = TRUE,   join = \"left\" ) fndds_AddFoodDesc(..., data, years, start = NULL, Year = FALSE, join = \"left\") fndds_FoodWeights(data, years, Year = FALSE, join = \"left\") fndds_FoodSubcodeLinks(data, years, Year = FALSE, join = \"left\") fndds_SubcodeDesc(data, years, Year = FALSE, join = \"left\") fndds_FoodPortionDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSNutVal(data, years, Year = FALSE, join = \"left\") fndds_MoistAdjust(data, years, Year = FALSE, join = \"left\") fndds_NutDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSIngred(data, years, Year = FALSE, join = \"left\") fndds_IngredNutVal(data, years, Year = FALSE, join = \"left\") fndds_DerivDesc(data, years, Year = FALSE, join = \"left\")"	"fndds"
"fndds_IngredNutVal"	"fndds"	"db_fndds(data, years, files, Year = FALSE, join = \"left\", nrow = Inf) fndds_MainFoodDesc(   ...,   data,   years,   start = NULL,   Year = FALSE,   abbr = TRUE,   fortify = TRUE,   wweia = TRUE,   join = \"left\" ) fndds_AddFoodDesc(..., data, years, start = NULL, Year = FALSE, join = \"left\") fndds_FoodWeights(data, years, Year = FALSE, join = \"left\") fndds_FoodSubcodeLinks(data, years, Year = FALSE, join = \"left\") fndds_SubcodeDesc(data, years, Year = FALSE, join = \"left\") fndds_FoodPortionDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSNutVal(data, years, Year = FALSE, join = \"left\") fndds_MoistAdjust(data, years, Year = FALSE, join = \"left\") fndds_NutDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSIngred(data, years, Year = FALSE, join = \"left\") fndds_IngredNutVal(data, years, Year = FALSE, join = \"left\") fndds_DerivDesc(data, years, Year = FALSE, join = \"left\")"	"fndds"
"fndds_MainFoodDesc"	"fndds"	"db_fndds(data, years, files, Year = FALSE, join = \"left\", nrow = Inf) fndds_MainFoodDesc(   ...,   data,   years,   start = NULL,   Year = FALSE,   abbr = TRUE,   fortify = TRUE,   wweia = TRUE,   join = \"left\" ) fndds_AddFoodDesc(..., data, years, start = NULL, Year = FALSE, join = \"left\") fndds_FoodWeights(data, years, Year = FALSE, join = \"left\") fndds_FoodSubcodeLinks(data, years, Year = FALSE, join = \"left\") fndds_SubcodeDesc(data, years, Year = FALSE, join = \"left\") fndds_FoodPortionDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSNutVal(data, years, Year = FALSE, join = \"left\") fndds_MoistAdjust(data, years, Year = FALSE, join = \"left\") fndds_NutDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSIngred(data, years, Year = FALSE, join = \"left\") fndds_IngredNutVal(data, years, Year = FALSE, join = \"left\") fndds_DerivDesc(data, years, Year = FALSE, join = \"left\")"	"fndds"
"fndds_MoistAdjust"	"fndds"	"db_fndds(data, years, files, Year = FALSE, join = \"left\", nrow = Inf) fndds_MainFoodDesc(   ...,   data,   years,   start = NULL,   Year = FALSE,   abbr = TRUE,   fortify = TRUE,   wweia = TRUE,   join = \"left\" ) fndds_AddFoodDesc(..., data, years, start = NULL, Year = FALSE, join = \"left\") fndds_FoodWeights(data, years, Year = FALSE, join = \"left\") fndds_FoodSubcodeLinks(data, years, Year = FALSE, join = \"left\") fndds_SubcodeDesc(data, years, Year = FALSE, join = \"left\") fndds_FoodPortionDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSNutVal(data, years, Year = FALSE, join = \"left\") fndds_MoistAdjust(data, years, Year = FALSE, join = \"left\") fndds_NutDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSIngred(data, years, Year = FALSE, join = \"left\") fndds_IngredNutVal(data, years, Year = FALSE, join = \"left\") fndds_DerivDesc(data, years, Year = FALSE, join = \"left\")"	"fndds"
"fndds_NutDesc"	"fndds"	"db_fndds(data, years, files, Year = FALSE, join = \"left\", nrow = Inf) fndds_MainFoodDesc(   ...,   data,   years,   start = NULL,   Year = FALSE,   abbr = TRUE,   fortify = TRUE,   wweia = TRUE,   join = \"left\" ) fndds_AddFoodDesc(..., data, years, start = NULL, Year = FALSE, join = \"left\") fndds_FoodWeights(data, years, Year = FALSE, join = \"left\") fndds_FoodSubcodeLinks(data, years, Year = FALSE, join = \"left\") fndds_SubcodeDesc(data, years, Year = FALSE, join = \"left\") fndds_FoodPortionDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSNutVal(data, years, Year = FALSE, join = \"left\") fndds_MoistAdjust(data, years, Year = FALSE, join = \"left\") fndds_NutDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSIngred(data, years, Year = FALSE, join = \"left\") fndds_IngredNutVal(data, years, Year = FALSE, join = \"left\") fndds_DerivDesc(data, years, Year = FALSE, join = \"left\")"	"fndds"
"fndds_SubcodeDesc"	"fndds"	"db_fndds(data, years, files, Year = FALSE, join = \"left\", nrow = Inf) fndds_MainFoodDesc(   ...,   data,   years,   start = NULL,   Year = FALSE,   abbr = TRUE,   fortify = TRUE,   wweia = TRUE,   join = \"left\" ) fndds_AddFoodDesc(..., data, years, start = NULL, Year = FALSE, join = \"left\") fndds_FoodWeights(data, years, Year = FALSE, join = \"left\") fndds_FoodSubcodeLinks(data, years, Year = FALSE, join = \"left\") fndds_SubcodeDesc(data, years, Year = FALSE, join = \"left\") fndds_FoodPortionDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSNutVal(data, years, Year = FALSE, join = \"left\") fndds_MoistAdjust(data, years, Year = FALSE, join = \"left\") fndds_NutDesc(data, years, Year = FALSE, join = \"left\") fndds_FNDDSIngred(data, years, Year = FALSE, join = \"left\") fndds_IngredNutVal(data, years, Year = FALSE, join = \"left\") fndds_DerivDesc(data, years, Year = FALSE, join = \"left\")"	"fndds"
"fndds_tsv"	"fndds tsv files"	"fndds_tsv(..., years, cat = TRUE)"	"fndds tsv files"
"food.code_used"	"show food code used in db fndds series"	"food.code_used(d)"	"show food code used in db fndds series"
"forestplot"	"森林图"	"forestplot(x, ...)"	"森林图"
"forestplot.stratum_model_1"	"森林图"	"forestplotstratum_model_1(   x,   ci_position = 3,   ci_wd = 18,   ci_col = \"gray\",   txt.size = 11,   family = \"\",   redtxt = T,   xlim = NULL,   xticks = NULL,   xticks_size = 1.1,   box_col = \"black\",   box_size = 0.4,   box_pch = 19,   zero_wd = 1.6,   bg_color = \"#f0f3f2\",   H1 = NULL,   H2 = NULL,   H3 = NULL,   H4 = NULL,   H5 = NULL,   H6 = NULL,   H7 = NULL,   H8 = NULL,   H9 = NULL,   h1 = 0,   h2 = -1,   h3 = 0,   h4 = -1,   h5 = 0,   h6 = 0,   h7 = 0,   h8 = 0,   h9 = 0,   file = NULL,   width = par(\"din\")[1],   height = par(\"din\")[2],   dpi = 300 )"	"森林图"
"forestplot.stratum_model_2"	"森林图"	"forestplotstratum_model_2(   x,   ci_position = 3,   txt.size = 11,   family = \"\",   redtxt = T,   bg_color = \"#f0f3f2\",   ci_wd1 = NULL,   ci_wd2 = NULL,   ci_wd3 = NULL,   ci_wd4 = NULL,   ci_wd5 = NULL,   ci_wd6 = NULL,   ci_wd7 = NULL,   ci_wd8 = NULL,   ci_wd9 = NULL,   ci_wd10 = NULL,   xlim1 = NULL,   xlim2 = NULL,   xlim3 = NULL,   xlim4 = NULL,   xlim5 = NULL,   xlim6 = NULL,   xlim7 = NULL,   xlim8 = NULL,   xlim9 = NULL,   xlim10 = NULL,   xticks1 = NULL,   xticks2 = NULL,   xticks3 = NULL,   xticks4 = NULL,   xticks5 = NULL,   xticks6 = NULL,   xticks7 = NULL,   xticks8 = NULL,   xticks9 = NULL,   xticks10 = NULL,   xticks_size = 10,   box_col = NULL,   box_size = 0.4,   zero_wd = 1.6,   H1 = NULL,   H2 = NULL,   H3 = NULL,   H4 = \"P value\",   H5 = NULL,   H6 = NULL,   H7 = NULL,   H8 = NULL,   H9 = NULL,   H10 = NULL,   H11 = NULL,   H12 = NULL,   H13 = NULL,   H14 = NULL,   H15 = NULL,   H16 = NULL,   H17 = NULL,   H18 = NULL,   H19 = NULL,   H20 = NULL,   H21 = NULL,   H22 = NULL,   H23 = NULL,   H24 = NULL,   H25 = NULL,   H26 = NULL,   H27 = NULL,   H28 = NULL,   H29 = NULL,   H30 = NULL,   H31 = NULL,   H32 = NULL,   H33 = NULL,   H34 = NULL,   H35 = NULL,   H36 = NULL,   H37 = NULL,   H38 = NULL,   H39 = NULL,   H40 = NULL,   H41 = NULL,   H42 = NULL,   H43 = NULL,   H44 = NULL,   H45 = NULL,   H46 = NULL,   H47 = NULL,   H48 = NULL,   H49 = NULL,   H50 = NULL,   h1 = 0,   h2 = -1,   h3 = 0.4,   h4 = 0,   h5 = -1,   h6 = 0,   h7 = 0,   h8 = 0,   h9 = 0,   h10 = 0,   h11 = 0,   h12 = 0,   h13 = 0,   h14 = 0,   h15 = 0,   h16 = 0,   h17 = 0,   h18 = 0,   h19 = 0,   h20 = 0,   h21 = 0,   h22 = 0,   h23 = 0,   h24 = 0,   h25 = 0,   h26 = 0,   h27 = 0,   h28 = 0,   h29 = 0,   h30 = 0,   h31 = 0,   h32 = 0,   h33 = 0,   h34 = 0,   h35 = 0,   h36 = 0,   h37 = 0,   h38 = 0,   h39 = 0,   h40 = 0,   h41 = 0,   h42 = 0,   h43 = 0,   h44 = 0,   h45 = 0,   h46 = 0,   h47 = 0,   h48 = 0,   h49 = 0,   h50 = 0,   file = NULL,   width = par(\"din\")[1],   height = par(\"din\")[2],   dpi = 300 )"	"森林图"
"formula2arguments"	""	"formula2arguments(...)"	""
"fped_download"	"Download FPED data"	"fped_download()"	"Download FPED data"
"fped_occasion"	"extract fped by eating occasion"	"fped_occasion(   data,   years,   day = 1,   fun = c(\"sum\", \"mean\"),   occasion = c(\"Breakfast\", \"Lunch\", \"Dinner\"),   f_citmlb = FALSE,   f_other = FALSE,   f_whole = FALSE,   f_juice = FALSE,   f_total = FALSE,   v_drkgr = FALSE,   v_redor_tomato = FALSE,   v_redor_other = FALSE,   v_redor_total = FALSE,   v_starchy_potato = FALSE,   v_starchy_other = FALSE,   v_starchy_total = FALSE,   v_other = FALSE,   v_total = FALSE,   v_legumes = FALSE,   g_whole = FALSE,   g_refined = FALSE,   g_total = FALSE,   d_milk = FALSE,   d_yogurt = FALSE,   d_cheese = FALSE,   d_total = FALSE,   pf_meat = FALSE,   pf_curedmeat = FALSE,   pf_organ = FALSE,   pf_poult = FALSE,   pf_seafd_hi = FALSE,   pf_seafd_low = FALSE,   pf_mps_total = FALSE,   pf_eggs = FALSE,   pf_soy = FALSE,   pf_nutsds = FALSE,   pf_legumes = FALSE,   pf_total = FALSE,   add_sugars = FALSE,   oils = FALSE,   solid_fats = FALSE,   a_drinks = FALSE,   Year = FALSE,   join = \"left\",   cat = TRUE )"	"extract fped by eating occasion"
"fped_read"	"read FPED data"	"fped_read(   years,   day = c(\"1\", \"2\"),   dietary = c(\"tot\", \"iff\"),   version = c(\"2010\", \"2015\"),   fun = c(\"sum\", \"mean\"),   cat = FALSE )"	"read FPED data"
"fped_read.g"	""	"fped_read.g(...)"	""
"fped_readi"	""	"fped_readi(...)"	""
"fped0304"	""	"fped0304(...)"	""
"Frailty49"	"Frailty Index 49 components"	"Frailty49()"	"Frailty Index 49 components"
"freq_count"	"count"	"freq_count(   design,   x,   by = NULL,   value = FALSE,   per = FALSE,   remove.name = FALSE,   remove.suffix = FALSE,   round = 2,   file = NULL )"	"count"
"freq_mean"	"mean"	"freq_mean(   design,   x,   by = NULL,   value = FALSE,   sd = FALSE,   low.high = FALSE,   ci = FALSE,   meanPMsd = FALSE,   meanSQsd = FALSE,   round = 2,   na.rm = TRUE )"	"mean"
"Full_Join"	"full join"	"Full_Join(..., by = \"seqn\", cat = TRUE, inspect = NULL)"	"full join"
"full_join_character"	""	"full_join_character(...)"	""
"funique.noNA"	""	"funique.noNA(...)"	""
"get_config_items"	"Get config information of \"NHANES\" database"	"get_config_path(slash = FALSE) get_config_items() get_config_years(range = TRUE)"	"Get config information of \"NHANES\" database"
"get_config_path"	"Get config information of \"NHANES\" database"	"get_config_path(slash = FALSE) get_config_items() get_config_years(range = TRUE)"	"Get config information of \"NHANES\" database"
"get_config_years"	"Get config information of \"NHANES\" database"	"get_config_path(slash = FALSE) get_config_items() get_config_years(range = TRUE)"	"Get config information of \"NHANES\" database"
"get_Flavonoids_path"	""	"get_Flavonoids_path(...)"	""
"get_mort_path"	"Show mortality data path"	"get_mort_path()"	"Show mortality data path"
"getChangepoints"	"getChangepoints"	"getChangepoints(r, range = NULL)"	"getChangepoints"
"getChangepoints.m1"	""	"getChangepoints.m1(...)"	""
"getChangepoints.m1by"	""	"getChangepoints.m1by(...)"	""
"getKnot"	"return knot"	"getKnot(fit)"	"return knot"
"getReference"	"adjsut reference for rcs() variable"	"getReference(r)"	"adjsut reference for rcs() variable"
"getReference.m1"	""	"getReference.m1(...)"	""
"getReference.m1by"	""	"getReference.m1by(...)"	""
"ggplot.m1"	"Plot for RCS curve"	"ggplotm1by(   data,   mapping,   ...,   environment = parent.frame(),   vline = TRUE,   hline = TRUE,   point = FALSE,   ylab = NULL,   xlab = NULL,   text = TRUE ) ggplotm1(   data,   mapping,   ...,   environment = parent.frame(),   vline = TRUE,   hline = TRUE,   point = FALSE,   ylab = NULL,   xlab = NULL,   color = \"red\" )"	"Plot for RCS curve Plot for RCS curve"
"ggplot.m1by"	"Plot for RCS curve"	"ggplotm1by(   data,   mapping,   ...,   environment = parent.frame(),   vline = TRUE,   hline = TRUE,   point = FALSE,   ylab = NULL,   xlab = NULL,   text = TRUE ) ggplotm1(   data,   mapping,   ...,   environment = parent.frame(),   vline = TRUE,   hline = TRUE,   point = FALSE,   ylab = NULL,   xlab = NULL,   color = \"red\" )"	"Plot for RCS curve Plot for RCS curve"
"group_cal"	""	"group_cal(...)"	""
"group_max"	""	"group_max(...)"	""
"group_mean"	"mean group"	"group_mean(d, vars = NULL, bys = NULL)"	"mean group"
"group_min"	""	"group_min(...)"	""
"group_paste"	""	"group_paste(...)"	""
"group_sd"	""	"group_sd(...)"	""
"group_sum"	""	"group_sum(...)"	""
"group_unique"	""	"group_unique(...)"	""
"group_use_paste"	""	"group_use_paste(...)"	""
"head4span"	""	"head4span(...)"	""
"HeartAge.table"	""	"HeartAge.table(...)"	""
"hei_2010"	""	"hei_2010(...)"	""
"hei_2010_PerDay_pratio"	""	"hei_2010_PerDay_pratio(...)"	""
"hei_2010_PerDay_ssum"	""	"hei_2010_PerDay_ssum(...)"	""
"hei_2010_PerPerson_pratio"	""	"hei_2010_PerPerson_pratio(...)"	""
"hei_2010_PerPerson_ssum"	""	"hei_2010_PerPerson_ssum(...)"	""
"hei_2015"	""	"hei_2015(...)"	""
"hei_2015_PerDay_pratio"	""	"hei_2015_PerDay_pratio(...)"	""
"hei_2015_PerDay_ssum"	""	"hei_2015_PerDay_ssum(...)"	""
"hei_2015_PerPerson_pratio"	""	"hei_2015_PerPerson_pratio(...)"	""
"hei_2015_PerPerson_ssum"	""	"hei_2015_PerPerson_ssum(...)"	""
"highlight"	"high light"	"highlight(x, ..., colors = NULL)"	"high light"
"histgram_range"	""	"histgram_range(...)"	""
"html_space"	""	"html_space(...)"	""
"html_table"	""	"html_table(...)"	""
"html_URL"	"add URL"	"html_URL(x, href = NULL, name = NULL, target = \"new\")"	"add URL"
"icd10_search"	""	"icd10_search(...)"	""
"ifel"	"if else"	"ifel(...)"	"if else"
"iff.fode.code"	""	"iff.fode.code(...)"	""
"iff.gram.kcl"	""	"iff.gram.kcl(...)"	""
"inf2NA"	""	"inf2NA(...)"	""
"Inner_Join"	"inner join"	"Inner_Join(..., by = \"seqn\", cat = TRUE, inspect = NULL)"	"inner join"
"inset_both_frame"	"inset left frame and right square"	"inset_both_frame()"	"inset left frame and right square"
"inset_both_square"	"inset left frame and right square"	"inset_both_square()"	"inset left frame and right square"
"inset_exact_match"	"inset_exact_match"	"inset_exact_match()"	"inset_exact_match"
"inset_left_frame"	"inset left frame and right square"	"inset_left_frame()"	"inset left frame and right square"
"inset_left_square"	"inset left frame and right square"	"inset_left_square()"	"inset left frame and right square"
"inset_right_frame"	"inset left frame and right square"	"inset_right_frame()"	"inset left frame and right square"
"inset_right_square"	"inset left frame and right square"	"inset_right_square()"	"inset left frame and right square"
"interi"	""	"interi(...)"	""
"intersection"	""	"intersection(...)"	""
"ip_analysis"	"切点分析"	"ip_analysis(fit, ip = NULL, round = 3, xlsx = NULL)"	"切点分析"
"label_table"	""	"label_table(...)"	""
"label2varLabel"	""	"label2varLabel(...)"	""
"Left_Join"	"left join"	"Left_Join(..., by = \"seqn\", cat = TRUE, inspect = NULL)"	"left join"
"leg2010a"	""	"leg2010a(...)"	""
"listn"	""	"listn(...)"	""
"live_microbes_table"	"live_microbes_table"	"live_microbes_table()"	"live_microbes_table"
"look"	"lookup characters"	"look(x, ..., ignore.case = FALSE)"	"lookup characters"
"looki"	""	"looki(...)"	""
"lookl"	"lookup characters"	"lookl(x, ..., ignore.case = TRUE, NA2false = FALSE)"	"lookup characters"
"LS7_Michelle"	""	"LS7_Michelle(...)"	""
"make.formula"	""	"make.formula(...)"	""
"matchit4design"	"matchit for desing"	"matchit4design(design, matchit)"	"matchit for desing"
"md.pattern"	"missing pattern"	"md.pattern(data)"	"missing pattern"
"md.value"	"missing value proportion"	"md.value(data)"	"missing value proportion"
"mdb_files"	"table names in mdb file"	"mdb_files(mdb)"	"table names in mdb file"
"mean_by"	""	"mean_by(...)"	""
"milk.food.code"	""	"milk.food.code(...)"	""
"miss"	""	"miss(...)"	""
"missForest2"	"数据编码"	"missForest2(d, ntree = 5, seed = 1)"	"数据编码"
"missValue"	"missing value"	"missValue(data, ...)"	"missing value"
"model.data"	""	"model.data(...)"	""
"mort_codebook"	""	"mort_codebook(...)"	""
"mort_download"	"Download mortality data"	"mort_download()"	"Download mortality data"
"mort_read"	"mortality data"	"mort_read(years, varLabel = FALSE, codebook = TRUE)"	"mortality data"
"mort_varLabel"	""	"mort_varLabel(...)"	""
"multibyteString"	"check for multibyte string"	"multibyteString(tsv)"	"check for multibyte string"
"mutate.survey.design"	"Create, modify, and delete columns"	"mutatesurvey.design(.data, ...)"	"Create, modify, and delete columns"
"nchar_max"	""	"nchar_max(...)"	""
"newVb"	"给数据框添加新列"	"newVb(df, ...)"	"给数据框添加新列"
"nhanesR_startup_check"	"set whether to check up update"	"nhanesR_startup_check()"	"set whether to check up update"
"nhs.iff.food.code"	""	"nhs.iff.food.code(...)"	""
"nhs.pubmed"	"search nhs paper in pubmed"	"nhs.pubmed(...)"	"search nhs paper in pubmed"
"nhs.pubmed_title"	"search nhs paper in pubmed"	"nhs.pubmed_title(...)"	"search nhs paper in pubmed"
"nhs_brief"	"brief version of nhs_colnames()"	"nhs_brief(...) nhs_briefcharacter(...) nhs_briefdata.frame(...)"	"brief version of nhs_colnames()"
"nhs_brief.character"	"brief version of nhs_colnames()"	"nhs_brief(...) nhs_briefcharacter(...) nhs_briefdata.frame(...)"	"brief version of nhs_colnames()"
