"function_name"	"category"	"help_topic"	"argument"	"required"	"default"	"standard_value"	"standard_rule"	"description"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"neutrophils_abs_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"basophils_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"eosinophils_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"lymphocytes_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"monocytes_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"neutrophils_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"atypical_lymphocytes_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"bands_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"immature_granulocytes_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"metamyelocytes_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"nrbc_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"wbc_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"basophils_abs_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"eosinophils_abs_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"lymphocytes_abs_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"monocytes_abs_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"neutrophils_abs_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"basophils_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"eosinophils_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"lymphocytes_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"monocytes_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"neutrophils_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"atypical_lymphocytes_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"bands_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"immature_granulocytes_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"metamyelocytes_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.differential_icu"	"day_summary"	"d1_blood.differential_icu"	"nrbc_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"subject_id"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"SO2_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"PO2_mmHg_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"PCO2_mmHg_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"aado2_mmHg_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"aado2_calc_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"PaO2FiO2ratio_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"ph_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"baseexcess_mEq.L_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"bicarbonate_mEq.L_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"totalCO2_mEq.L_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"hematocrit_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"hemoglobin_g.dL_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"carboxyhemoglobin_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"methemoglobin_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"chloride_mEq.L_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"free_calcium_mmol.L_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"temperature_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"potassium_mEq.L_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"sodium_mEq.L_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"lactate_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"glucose_mg.dL_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"SO2_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"PO2_mmHg_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"PCO2_mmHg_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"aado2_mmHg_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"aado2_calc_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"PaO2FiO2ratio_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"ph_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"baseexcess_mEq.L_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"bicarbonate_mEq.L_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"totalCO2_mEq.L_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"hematocrit_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"hemoglobin_g.dL_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"carboxyhemoglobin_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"methemoglobin_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"chloride_mEq.L_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"free_calcium_mmol.L_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"temperature_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"potassium_mEq.L_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"sodium_mEq.L_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"lactate_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas.ART_icu"	"day_summary"	"d1_blood.gas.ART_icu"	"glucose_mg.dL_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"subject_id"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"SO2_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"PO2_mmHg_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"PCO2_mmHg_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"aado2_mmHg_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"aado2_calc_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"PaO2FiO2ratio_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"ph_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"baseexcess_mEq.L_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"bicarbonate_mEq.L_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"totalCO2_mEq.L_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"hematocrit_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"hemoglobin_g.dL_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"carboxyhemoglobin_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"methemoglobin_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"chloride_mEq.L_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"free_calcium_mmol.L_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"temperature_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"potassium_mEq.L_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"sodium_mEq.L_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"lactate_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"glucose_mg.dL_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"SO2_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"PO2_mmHg_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"PCO2_mmHg_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"aado2_mmHg_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"aado2_calc_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"PaO2FiO2ratio_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"ph_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"baseexcess_mEq.L_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"bicarbonate_mEq.L_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"totalCO2_mEq.L_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"hematocrit_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"hemoglobin_g.dL_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"carboxyhemoglobin_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"methemoglobin_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"chloride_mEq.L_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"free_calcium_mmol.L_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"temperature_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"potassium_mEq.L_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"sodium_mEq.L_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"lactate_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"d1_blood.gas_icu"	"day_summary"	"d1_blood.gas_icu"	"glucose_mg.dL_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
