"function_name"	"object_type"	"category"	"help_topic"	"title"	"usage"	"description"	"standard_call"
"dt_complete.blood.count_subj.t"	"function"	"time_series"	"dt_complete.blood.count_subj.t"	"全血细胞计数"	"dt_complete.blood.count_subj.t( all = FALSE, hadm_id, specimen_id, hematocrit, hemoglobin_g.dL, mch_pg, mchc_g.dL, mcv_fL, platelet, rbc, rdw, wbc )"	"全血细胞计数"	"dt_complete.blood.count_subj.t(all = FALSE, hadm_id = FALSE, specimen_id = FALSE, hematocrit = NULL, hemoglobin_g.dL = NULL, mch_pg = NULL, mchc_g.dL = NULL, mcv_fL = NULL, platelet = NULL, rbc = NULL, rdw = NULL, wbc = NULL)"
"dt_creatinine.baseline_hadm"	"function"	"time_series"	"dt_creatinine.baseline_hadm"	"成年患者每次住院期血清肌酐（serum creatinine）基线值"	"dt_creatinine.baseline_hadm( all = FALSE, hadm_id = T, scr_baseline_mg.dL = \"Baseline_creatinine\", gender, age, scr_min_mg.dL, ckd, mdrd_est )"	"成年患者每次住院期血清肌酐（serum creatinine）基线值"	"dt_creatinine.baseline_hadm(all = FALSE, hadm_id = T, scr_baseline_mg.dL = \"Baseline_creatinine\", gender = NULL, age = NULL, scr_min_mg.dL = NULL, ckd = NULL, mdrd_est = NULL)"
"dt_crrt_icu.t"	"function"	"time_series"	"dt_crrt_icu.t"	"dt_crrt_icu.t"	"dt_crrt_icu.t( all = FALSE, stay_id = T, charttime = T, crrt_mode, access_pressure, blood_flow, citrate, current_goal, dialysate_fluid, dialysate_rate, effluent_pressure, filter_pressure, heparin_concentration, heparin_dose, hourly_patient_fluid_removal, prefilter_replacement_rate, postfilter_replacement_rate, replacement_fluid, replacement_rate, return_pressure, ultrafiltrate_output, system_active, clots, clots_increasing, clotted, YesNo = F, dayn = NULL )"	"dt_crrt_icu.t"	"dt_crrt_icu.t(all = FALSE, stay_id = T, charttime = T, crrt_mode = FALSE, access_pressure = FALSE, blood_flow = FALSE, citrate = FALSE, current_goal = FALSE, dialysate_fluid = FALSE, dialysate_rate = FALSE, effluent_pressure = FALSE, filter_pressure = FALSE, heparin_concentration = FALSE, heparin_dose = FALSE, hourly_patient_fluid_removal = FALSE, prefilter_replacement_rate = FALSE, postfilter_replacement_rate = FALSE, replacement_fluid = FALSE, replacement_rate = FALSE, return_pressure = FALSE, ultrafiltrate_output = FALSE, system_active = FALSE, clots = FALSE, clots_increasing = FALSE, clotted = FALSE, YesNo = F, dayn = NULL)"
"dt_enzyme_subj.t"	"function"	"time_series"	"dt_enzyme_subj.t"	"酶学检测"	"dt_enzyme_subj.t( all = FALSE, specimen_id, subject_id = T, hadm_id, charttime, alt_IU.L, alp_IU.L, ast_IU.L, amylase_IU.L, bilirubin_total_mg.dL, bilirubin_direct_mg.dL, bilirubin_indirect_mg.dL, ck_cpk_IU.L, ck_mb_ng.mL, ggt_IU.L, ld_ldh_IU.L )"	"酶学检测"	"dt_enzyme_subj.t(all = FALSE, specimen_id = FALSE, subject_id = T, hadm_id = FALSE, charttime = FALSE, alt_IU.L = NULL, alp_IU.L = NULL, ast_IU.L = NULL, amylase_IU.L = NULL, bilirubin_total_mg.dL = NULL, bilirubin_direct_mg.dL = NULL, bilirubin_indirect_mg.dL = NULL, ck_cpk_IU.L = NULL, ck_mb_ng.mL = NULL, ggt_IU.L = NULL, ld_ldh_IU.L = NULL)"
"dt_heart.rhythm_icu"	"function"	"time_series"	"dt_heart.rhythm_icu"	"ICU住院病人的心率"	"dt_heart.rhythm_icu( all = FALSE, subject_id = T, charttime, heart_rhythm, ectopy_type, ectopy_frequency, ectopy_type_secondary, ectopy_frequency_secondary )"	"ICU住院病人的心率"	"dt_heart.rhythm_icu(all = FALSE, subject_id = T, charttime = FALSE, heart_rhythm = NULL, ectopy_type = NULL, ectopy_frequency = NULL, ectopy_type_secondary = NULL, ectopy_frequency_secondary = NULL)"
"dt_height_icu"	"function"	"time_series"	"dt_height_icu"	"ICU住院期间，每个时间的身高"	"dt_height_icu(all = FALSE, subject_id, stay_id = T, charttime, height_cm)"	"ICU住院期间，每个时间的身高"	"dt_height_icu(all = FALSE, subject_id = FALSE, stay_id = T, charttime = FALSE, height_cm = NULL)"
"dt_icp_icu.t"	"function"	"time_series"	"dt_icp_icu.t"	"颅内压"	"dt_icp_icu.t(all = FALSE, subject_id, stay_id = T, charttime, icp)"	"颅内压"	"dt_icp_icu.t(all = FALSE, subject_id = FALSE, stay_id = T, charttime = FALSE, icp = FALSE)"
"dt_icustay.times"	"function"	"time_series"	"dt_icustay.times"	"根据心率计算在icu出入时间"	"dt_icustay.times( all = FALSE, subject_id, hadm_id, stay_id = T, outtime_hr, intime_hr )"	"根据心率计算在icu出入时间"	"dt_icustay.times(all = FALSE, subject_id = FALSE, hadm_id = FALSE, stay_id = T, outtime_hr = FALSE, intime_hr = FALSE)"
"dt_icustays.detail"	"function"	"time_series"	"dt_icustays.detail"	"icu详细信息（每行一个icu）"	"dt_icustays.detail( all = FALSE, subject_id = T, hadm_id = T, stay_id = T, gender = \"sex\", admission_age = \"age\", race, dod, admittime, dischtime, los_hospital_day = T, hospital_expire_flag, hospstay_seq, first_hosp_stay = T, icu_intime = \"intime\", icu_outtime = \"outtime\", los_icu_day = T, icustay_seq, first_icu_stay = T )"	"记录了3方面的信息 病人信息：gender, admission_age, race, dod 住院信息：admittime, dischtime, los_hospital_day, hospital_expire_flag, hospstay_seq, first_hosp_stay icu信息：icu_intime, icu_outtime, los_icu_day, icustay_seq, first_icu_stay"	"dt_icustays.detail(all = FALSE, subject_id = T, hadm_id = T, stay_id = T, gender = \"sex\", admission_age = \"age\", race = NULL, dod = NULL, admittime = NULL, dischtime = NULL, los_hospital_day = T, hospital_expire_flag = NULL, hospstay_seq = NULL, first_hosp_stay = T, icu_intime = \"intime\", icu_outtime = \"outtime\", los_icu_day = T, icustay_seq = NULL, first_icu_stay = T)"
"dt_icustays.hourly"	"function"	"time_series"	"dt_icustays.hourly"	"icustay hourly -- This query generates a row for every hour the patient is in the ICU. -- The hours are based on clock-hours (i.e. 02:00, 03:00). -- The hour clock starts 24 hours before the first heart rate measurement. -- Note that the time of the first heart rate measurement is ceilinged to the hour."	"dt_icustays.hourly(all = FALSE, stay_id = T, hr, starttime, endtime)"	"icustay hourly -- This query generates a row for every hour the patient is in the ICU. -- The hours are based on clock-hours (i.e. 02:00, 03:00). -- The hour clock starts 24 hours before the first heart rate measurement. -- Note that the time of the first heart rate measurement is ceilinged to the hour."	"dt_icustays.hourly(all = FALSE, stay_id = T, hr = FALSE, starttime = NULL, endtime = FALSE)"
"dt_inflammation_subj.t"	"function"	"time_series"	"dt_inflammation_subj.t"	"炎症指标"	"dt_inflammation_subj.t( all = FALSE, hadm_id, specimen_id, crp_mg.L, hs_crp_mg.L )"	"炎症指标"	"dt_inflammation_subj.t(all = FALSE, hadm_id = FALSE, specimen_id = FALSE, crp_mg.L = FALSE, hs_crp_mg.L = FALSE)"
"dt_invasive.line_icu.t"	"function"	"time_series"	"dt_invasive.line_icu.t"	"dt_invasive.line_icu.t"	"dt_invasive.line_icu.t( all = FALSE, stay_id = T, starttime, endtime, line_type, line_site )"	"dt_invasive.line_icu.t"	"dt_invasive.line_icu.t(all = FALSE, stay_id = T, starttime = FALSE, endtime = FALSE, line_type = FALSE, line_site = FALSE)"
"dt_LVEF_hadm"	"function"	"time_series"	"dt_LVEF_hadm"	"dt_LVEF_hadm"	"dt_LVEF_hadm(all = FALSE, hadm_id = T, lvef = T)"	"dt_LVEF_hadm"	"dt_LVEF_hadm(all = FALSE, hadm_id = T, lvef = T)"
"dt_oxygen.delivery_icu.t"	"function"	"time_series"	"dt_oxygen.delivery_icu.t"	"供氧数据"	"dt_oxygen.delivery_icu.t( all = FALSE, subject_id, stay_id = T, charttime, o2_flow, o2_flow_additional, o2_delivery_device_1, o2_delivery_device_2, o2_delivery_device_3, o2_delivery_device_4 )"	"供氧数据"	"dt_oxygen.delivery_icu.t(all = FALSE, subject_id = FALSE, stay_id = T, charttime = FALSE, o2_flow = FALSE, o2_flow_additional = FALSE, o2_delivery_device_1 = FALSE, o2_delivery_device_2 = FALSE, o2_delivery_device_3 = FALSE, o2_delivery_device_4 = FALSE)"
"dt_rrt_icu"	"function"	"time_series"	"dt_rrt_icu"	"dt_rrt_icu"	"dt_rrt_icu( all = FALSE, stay_id = T, Dialysis, Peritoneal, Hemodialysis, IHD, CRRT, CVVH, CVVHD, CVVHDF, SCUF )"	"dt_rrt_icu"	"dt_rrt_icu(all = FALSE, stay_id = T, Dialysis = FALSE, Peritoneal = FALSE, Hemodialysis = FALSE, IHD = FALSE, CRRT = FALSE, CVVH = FALSE, CVVHD = FALSE, CVVHDF = FALSE, SCUF = FALSE)"
"dt_rrt_icu.t"	"function"	"time_series"	"dt_rrt_icu.t"	"dt_rrt_icu.t"	"dt_rrt_icu.t( all = FALSE, stay_id = T, charttime, dialysis_present, dialysis_active, dialysis_type )"	"dt_rrt_icu.t"	"dt_rrt_icu.t(all = FALSE, stay_id = T, charttime = FALSE, dialysis_present = FALSE, dialysis_active = FALSE, dialysis_type = FALSE)"
"dt_urine.output.rate_icu.t"	"function"	"time_series"	"dt_urine.output.rate_icu.t"	"排尿率"	"dt_urine.output.rate_icu.t( all = FALSE, stay_id = T, charttime, weight, uo, uo_6, uo_12, uo_24, uo_rate_6, uo_rate_12, uo_rate_24, uo_tm_6, uo_tm_12, uo_tm_24 )"	"排尿率"	"dt_urine.output.rate_icu.t(all = FALSE, stay_id = T, charttime = FALSE, weight = FALSE, uo = FALSE, uo_6 = NULL, uo_12 = NULL, uo_24 = NULL, uo_rate_6 = NULL, uo_rate_12 = NULL, uo_rate_24 = NULL, uo_tm_6 = NULL, uo_tm_12 = NULL, uo_tm_24 = NULL)"
"dt_urine.output_icu.t"	"function"	"time_series"	"dt_urine.output_icu.t"	"icu病人的尿量"	"dt_urine.output_icu.t( all = FALSE, urineoutput_ml = T, subject_id = F, hadm_id = F )"	"icu病人的尿量"	"dt_urine.output_icu.t(all = FALSE, urineoutput_ml = T, subject_id = F, hadm_id = F)"
"dt_ventilation_icu"	"function"	"time_series"	"dt_ventilation_icu"	"dt_ventilation_icu"	"dt_ventilation_icu( all = FALSE, stay_id = T, Mechanical_Ventilation, SupplementalOxygen, HFNC, NonInvasiveVent, InvasiveVent, Tracheostomy )"	"dt_ventilation_icu"	"dt_ventilation_icu(all = FALSE, stay_id = T, Mechanical_Ventilation = NULL, SupplementalOxygen = FALSE, HFNC = FALSE, NonInvasiveVent = FALSE, InvasiveVent = FALSE, Tracheostomy = FALSE)"
"dt_ventilation_icu.t"	"function"	"time_series"	"dt_ventilation_icu.t"	"ventilation"	"dt_ventilation_icu.t( data, all = FALSE, stay_id = T, starttime, endtime, ventilation_status, join = \"left\" )"	"ventilation"	"dt_ventilation_icu.t(data = cohort_dat, all = FALSE, stay_id = T, starttime = FALSE, endtime = FALSE, ventilation_status = FALSE, join = \"left\")"
"dt_ventilator.setting_icu.t"	"function"	"time_series"	"dt_ventilator.setting_icu.t"	"呼吸机设置参数"	"dt_ventilator.setting_icu.t( all = FALSE, subject_id, stay_id = T, charttime, respiratory_rate_set, respiratory_rate_total, respiratory_rate_spontaneous, minute_volume, tidal_volume_set, tidal_volume_observed, tidal_volume_spontaneous, plateau_pressure, peep, fio2, flow_rate, ventilator_mode, ventilator_mode_hamilton, ventilator_type )"	"呼吸机设置参数"	"dt_ventilator.setting_icu.t(all = FALSE, subject_id = FALSE, stay_id = T, charttime = FALSE, respiratory_rate_set = FALSE, respiratory_rate_total = FALSE, respiratory_rate_spontaneous = FALSE, minute_volume = FALSE, tidal_volume_set = FALSE, tidal_volume_observed = FALSE, tidal_volume_spontaneous = FALSE, plateau_pressure = FALSE, peep = FALSE, fio2 = FALSE, flow_rate = FALSE, ventilator_mode = FALSE, ventilator_mode_hamilton = FALSE, ventilator_type = FALSE)"
"dt_VitalSign_icu.t"	"function"	"time_series"	"dt_VitalSign_icu.t"	"ICU住院期间，每个时间点的提取生命体征"	"dt_VitalSign_icu.t( all = FALSE, heart_rate, sbp, dbp, mbp, sbp_ni, dbp_ni, mbp_ni, resp_rate, temperature_site, temperature, spo2, glucose_mg.dL, dayn_icu = NULL, dup_max = F, dup_min = F, times_icu = NULL, subject_id = F, hadm_id = F )"	"体温、脉搏、呼吸、血压、氧饱和度"	"dt_VitalSign_icu.t(all = FALSE, heart_rate = NULL, sbp = NULL, dbp = NULL, mbp = NULL, sbp_ni = NULL, dbp_ni = NULL, mbp_ni = NULL, resp_rate = NULL, temperature_site = NULL, temperature = NULL, spo2 = NULL, glucose_mg.dL = NULL, dayn_icu = NULL, dup_max = F, dup_min = F, times_icu = NULL, subject_id = F, hadm_id = F)"
"dt_weight.durations_icu.t"	"function"	"time_series"	"dt_weight.durations_icu.t"	"icu住院期间，不同时间的体重"	"dt_weight.durations_icu.t( all = FALSE, starttime, endtime, weight = T, weight_type )"	"this query extracts weights for icu adult patients with start/stop times"	"dt_weight.durations_icu.t(all = FALSE, starttime = FALSE, endtime = FALSE, weight = T, weight_type = FALSE)"
"dup_id"	"function"	"utility"	"dup_id"	"id列重复的数值"	"dup_id(d)"	"id列重复的数值"	"dup_id(d = NULL)"
"dup_subj_charttime"	"function"	"utility"	"dup_subj_charttime"	"subject和charttime是否重复"	"dup_subj_charttime(d)"	"subject和charttime是否重复"	"dup_subj_charttime(d = NULL)"
"Factor"	"function"	"utility"	"Factor"	"create for factor()"	"Factor(x)"	"create for factor()"	"Factor(x = NULL)"
"fl_jn"	"function"	"utility"	"fl_jn"	"全合并"	"fl_jn(x, y, ..., suffix = NULL, preffix = NULL, print = T)"	"全合并"	"fl_jn(x = NULL, y = NULL, suffix = NULL, preffix = NULL, print = T)"
"forestplot"	"function"	"plot_model"	"forestplot"	"森林图"	"forestplot(x, ...)"	"森林图"	"forestplot(x = NULL)"
"ft"	"function"	"utility"	"ft"	"修复file wt, RTemp等问题"	"ft()"	"修复file wt, RTemp等问题"	"ft()"
"get_path"	"function"	"setup_discovery"	"get_path"	"path of mimic"	"get_path()"	"path of mimic"	"get_path()"
"getChangepoints"	"function"	"utility"	"getChangepoints"	"getChangepoints"	"getChangepoints(r)"	"getChangepoints"	"getChangepoints(r = NULL)"
"group_cal"	"function"	"utility"	"group_cal"	"分组计算"	"group_cal( d, bys = NULL, mean_vars = NULL, max_vars = NULL, min_vars = NULL, sum_vars = NULL, sd_vars = NULL, uniq_vars = NULL, paste_vars = NULL, uniq_past_vars = NULL, collapse = \",\", print = T )"	"分组计算"	"group_cal(d = NULL, bys = NULL, mean_vars = NULL, max_vars = NULL, min_vars = NULL, sum_vars = NULL, sd_vars = NULL, uniq_vars = NULL, paste_vars = NULL, uniq_past_vars = NULL, collapse = \",\", print = T)"
"icd_xlsx_diag"	"function"	"utility"	"icd_xlsx_diag"	"创建icd的excel表格"	"icd_xlsx_diag(file = NULL)"	"创建icd的excel表格"	"icd_xlsx_diag(file = NULL)"
"icd_xlsx_procedures"	"function"	"utility"	"icd_xlsx_procedures"	"创建icd的excel表格"	"icd_xlsx_procedures(file = NULL)"	"创建icd的excel表格"	"icd_xlsx_procedures(file = NULL)"
"in_jn"	"function"	"utility"	"in_jn"	"内合并"	"in_jn(x, y, ..., suffix = NULL, preffix = NULL, print = T)"	"内合并"	"in_jn(x = NULL, y = NULL, suffix = NULL, preffix = NULL, print = T)"
"inset_exact_match"	"function"	"setup_discovery"	"inset_exact_match"	"inset_exact_match"	"inset_exact_match()"	"inset_exact_match"	"inset_exact_match()"
"km_plot"	"function"	"plot_model"	"km_plot"	"km曲线"	"km_plot( time, y, x = NULL, ck = T, color = NULL, linewidth = 0.6, median.line = F, conf.int = T, alpha = 0.3, pval.xy = NULL, xlim = NULL, ylim = NULL, break.x.by = NULL, axis.title.size = 13, xlab = \"Time\", ylab = \"Survival porbability\", legend.labs = NULL, legend.title = NULL, legend.title.size = 11.5, risk.table = T, risk.table.height = 2, risk.title.size = 13, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = \"in\", dpi = 300 )"	"km曲线"	"km_plot(time = NULL, y = NULL, x = NULL, ck = T, color = NULL, linewidth = 0.6, median.line = F, conf.int = T, alpha = 0.3, pval.xy = NULL, xlim = NULL, ylim = NULL, break.x.by = NULL, axis.title.size = 13, xlab = \"Time\", ylab = \"Survival porbability\", legend.labs = NULL, legend.title = NULL, legend.title.size = 11.5, risk.table = T, risk.table.height = 2, risk.title.size = 13, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = \"in\", dpi = 300)"
"labtest_days.seq_icu"	"function"	"utility"	"labtest_days.seq_icu"	"入icu后第1、2、3、4等天的测量"	"labtest_days.seq_icu( d, total_day = NULL, unit_day = NULL, total_hour = NULL, unit_hour = NULL, timevar = NULL, rep_fun = \"max\", most = NULL, least = NULL, align = F )"	"入icu后第1、2、3、4等天的测量"	"labtest_days.seq_icu(d = NULL, total_day = NULL, unit_day = NULL, total_hour = NULL, unit_hour = NULL, timevar = NULL, rep_fun = \"max\", most = NULL, least = NULL, align = F)"
"labtest_times.seq_icu"	"function"	"utility"	"labtest_times.seq_icu"	"入icu后第几次测量实验室值"	"labtest_times.seq_icu( d, day = NULL, timevar = NULL, rep_fun = \"max\", least = NULL, most = NULL, align = F )"	"入icu后第几次测量实验室值"	"labtest_times.seq_icu(d = NULL, day = NULL, timevar = NULL, rep_fun = \"max\", least = NULL, most = NULL, align = F)"
"lag_before"	"function"	"utility"	"lag_before"	"lag"	"lag_before( data, cols = NULL, group = NULL, order = NULL, n = 1, data.table = F, NA2 = NULL )"	"lag"	"lag_before(data = cohort_dat, cols = NULL, group = NULL, order = NULL, n = 1, data.table = F, NA2 = NULL)"
"lf_jn"	"function"	"utility"	"lf_jn"	"左合并"	"lf_jn(x, y, ..., suffix = NULL, preffix = NULL, print = T)"	"左合并"	"lf_jn(x = NULL, y = NULL, suffix = NULL, preffix = NULL, print = T)"
"lookl"	"function"	"setup_discovery"	"lookl"	"match"	"lookl(x, ..., ignore.case = TRUE, NA2false = FALSE)"	"match"	"lookl(x = NULL, ignore.case = TRUE, NA2false = FALSE)"
"mice2"	"function"	"missing_data"	"mice2"	"使用mice包来处理缺失值"	"mice2(d, seed = 1)"	"参考文献doi:10.18637/jss.v045.i03"	"mice2(d = NULL, seed = 1)"
"mimic_join_left"	"function"	"utility"	"mimic_join_left"	"left join for mimic data"	"mimic_join_left(...)"	"left join for mimic data"	"mimic_join_left()"
"mimic_start"	"function"	"setup_discovery"	"mimic_start"	"start study"	"mimic_start()"	"start study"	"mimic_start()"
"missForest2"	"function"	"missing_data"	"missForest2"	"使用missForest包处理缺失值"	"missForest2(d, ntree = 5, seed = 1)"	"参考文献PMID: 22039212"	"missForest2(d = NULL, ntree = 5, seed = 1)"
"missValue"	"function"	"missing_data"	"missValue"	"查看数据的缺失值"	"missValue(data)"	"查看数据的缺失值"	"missValue(data = analytic_dat)"
"missvalue_knn"	"function"	"missing_data"	"missvalue_knn"	"使用missForest包处理缺失值"	"missvalue_knn(d)"	"参考文献PMID: 22039212"	"missvalue_knn(d = NULL)"
"missvalue_mice"	"function"	"missing_data"	"missvalue_mice"	"使用mice包来处理缺失值"	"missvalue_mice(d, seed = 1)"	"参考文献doi:10.18637/jss.v045.i03"	"missvalue_mice(d = NULL, seed = 1)"
"missvalue_missForest"	"function"	"missing_data"	"missvalue_missForest"	"使用missForest包处理缺失值"	"missvalue_missForest(d, ntree = 5, seed = 1)"	"参考文献PMID: 22039212"	"missvalue_missForest(d = NULL, ntree = 5, seed = 1)"
"newVb"	"function"	"utility"	"newVb"	"建立新变量"	"newVb(df, ..., by = NULL)"	"建立新变量"	"newVb(df = cohort_dat, by = NULL)"
"optimal_nKnots"	"function"	"utility"	"optimal_nKnots"	"optimal Knot for rcs() function"	"optimal_nKnots(fit, n = 3:8, by = NULL, plot = TRUE, title = NULL, cat = F)"	"optimal Knot for rcs() function"	"optimal_nKnots(fit = model1, n = 3:8, by = NULL, plot = TRUE, title = NULL, cat = F)"
"p4trend"	"function"	"utility"	"p4trend"	"p for trend"	"p4trend( fit, x = NULL, character2integer = TRUE, quadratic = FALSE, round = 3, data = NULL )"	"p for trend"	"p4trend(fit = model1, x = NULL, character2integer = TRUE, quadratic = FALSE, round = 3, data = NULL)"
"Qnplot"	"function"	"plot_model"	"Qnplot"	"crude.Model.n结果Qn的可视化"	"Qnplot( ..., xlab = NULL, ylab = NULL, skip = 0, linewidth = 0.9, axis.text.size = 10, axis.label.size = 12, legend.text.size = 9.5, legend.position = \"right\", strip.text.size = 10, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = \"in\", dpi = 300 )"	"crude.Model.n结果Qn的可视化"	"Qnplot(xlab = NULL, ylab = NULL, skip = 0, linewidth = 0.9, axis.text.size = 10, axis.label.size = 12, legend.text.size = 9.5, legend.position = \"right\", strip.text.size = 10, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = \"in\", dpi = 300)"
"QRn_plot"	"function"	"plot_model"	"QRn_plot"	"把Qn和Rn花到一起"	"QRn_plot(y = NULL, x = NULL, time = NULL)"	"把Qn和Rn花到一起"	"QRn_plot(y = NULL, x = NULL, time = NULL)"
"quant"	"function"	"utility"	"quant"	"把连续变量变成Q1Q2Q3Q4这种分类变量"	"quant(x, n, round = 3, cat = TRUE, Q = FALSE, by = NULL, ref = 1)"	"把连续变量变成Q1Q2Q3Q4这种分类变量"	"quant(x = NULL, n = NULL, round = 3, cat = TRUE, Q = FALSE, by = NULL, ref = 1)"
"quant.median"	"function"	"utility"	"quant.median"	"median of quantile"	"quant.median(x, n, round = 3, cat = TRUE, by = NULL, IQR = F)"	"median of quantile"	"quant.median(x = NULL, n = NULL, round = 3, cat = TRUE, by = NULL, IQR = F)"
"rank_dense"	"function"	"utility"	"rank_dense"	"rank by dense"	"rank_dense(data, orderCol = NULL, newCol = \"seq\", group = NULL)"	"rank by dense"	"rank_dense(data = cohort_dat, orderCol = NULL, newCol = \"seq\", group = NULL)"
"RCS"	"function"	"plot_model"	"RCS"	"RCS"	"RCS( ..., nknots = NULL, reference = \"median\", by = NULL, conf.int = 0.95, ref.zero = F, portion = 100, xlsx = NULL, cat = T )"	"RCS"	"RCS(nknots = NULL, reference = \"median\", by = NULL, conf.int = 0.95, ref.zero = F, portion = 100, xlsx = NULL, cat = T)"
"rcs_plot1.1"	"function"	"utility"	"rcs_plot1.1"	"y轴为lp"	"rcs_plot1.1( r, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, lp.color = c(\"green\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL )"	"y轴为lp"	"rcs_plot1.1(r = NULL, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, lp.color = c(\"green\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL)"
"rcs_plot1.2"	"function"	"utility"	"rcs_plot1.2"	"y轴为lp"	"rcs_plot1.2( r, group_model = F, group_by = F, group_rcsx = F, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, lp.color = c(\"green\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL )"	"y轴为lp"	"rcs_plot1.2(r = NULL, group_model = F, group_by = F, group_rcsx = F, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, lp.color = c(\"green\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, browse = T, mfrow = NULL)"
"rcs_plot1.3"	"function"	"utility"	"rcs_plot1.3"	"y轴为lp"	"rcs_plot1.3( r, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, lp.color = c(\"green\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, mfrow = NULL, browse = T )"	"y轴为lp"	"rcs_plot1.3(r = NULL, title = NULL, xlim = NULL, ylim = NULL, breaks = 20, lp.color = c(\"green\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\"), lp.wd = 1.4, ci.alpha = c(0.13, 0.13), reference = TRUE, ref.wd = 1, xlab = NULL, ylab = NULL, xylab.size = 1, xytext.size = 1, xtext.line = 1.5, ytext.line = 1.65, p.size = 0.9, px = NULL, py = NULL, ip.size = 0.9, ipx1 = NULL, ipx2 = NULL, ipy = NULL, ml = 3, mr = 3, mt = 3, mb = 3, seperate = T, file = NULL, width = par(\"din\")[1], height = par(\"din\")[2], unit = c(\"in\", \"cm\", \"mm\"), dpi = 300, mfrow = NULL, browse = T)"
